artist_id,artist_name,artist_type,Artist Quadrant,years online,nb_sessions_artist_page,nb_sessions_artwork_page,nb_sessions_total,nb_entry_sessions_artist_campaign,nb_entry_sessions_artwork_campaign,nb_entry_sessions_total,artist_total_bv,artist_entry_bv_same_artist,artist_entry_bv_other_artist,artwork_entry_bv_same_artist,artwork_entry_bv_other_artist,1stClick BV,pull_ratio_artist,pull_ratio_artwork,pull_ratio,pct_first_click_bv_same_artist,1st_click_BV_per_First_click_session,Predictive formula,Delta
1578,Anna Masiul-Gozdecka,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.4,"6,762","48,555","55,317","1,189",717,"1,906","€10,556",€0,€0,€0,€0,€0,17.584%,1.477%,3.446%,0.000%,€0.0,€0.0,€0.0
6481,Deanna Fainelli,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.2,"3,906","12,716","16,622",843,415,"1,258","€10,554",€602,€0,€0,€0,€602,21.58%,3.26%,7.57%,5.70%,€0.5,"€1,466.1",€864.6
6791,Alex Sojic,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.2,"2,136","14,090","16,226",384,183,567,"€10,545","€1,040",€0,€0,€0,"€1,040",17.978%,1.299%,3.494%,9.864%,€1.8,"€1,562.3",€522.1
33440,Anila Dekovelli Ciccone,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",3.8,"3,894","17,034","20,928",343,314,657,"€10,545",€0,€0,€0,€0,€0,8.808%,1.843%,3.139%,0.000%,€0.0,€0.0,€0.0
52480,Piergiorgio Leonforte aka Piriongo,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.0,"3,364","13,651","17,015",379,314,693,"€10,545","€1,587",€0,€0,€0,"€1,587",11.266%,2.300%,4.073%,15.050%,€2.3,"€1,821.0",€234.0
5571,Elena Perra,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.4,"5,195","17,581","22,776",940,434,"1,374","€10,541",€0,€0,€0,€0,€0,18.094%,2.469%,6.033%,0.000%,€0.0,€0.0,€0.0
21165,K.L. McKenna,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.3,"3,373","19,209","22,582",737,593,"1,330","€10,536",€0,€0,€0,€0,€0,21.850%,3.087%,5.890%,0.000%,€0.0,€0.0,€0.0
8947,Darlene Kulig,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.9,"5,677","10,478","16,155","3,556",169,"3,725","€10,534","€2,363",€0,€0,€0,"€2,363",62.64%,1.61%,23.06%,22.43%,€0.6,"€4,466.7","€2,104.0"
37142,luana baldi,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.3,"3,488","36,308","39,796",338,928,"1,266","€10,522",€0,€600,€0,€0,€600,9.690%,2.556%,3.181%,0.000%,€0.5,"€1,422.3",€822.3
11431,Stathis Alexopoulos,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.3,"6,321","11,561","17,882","2,181",483,"2,664","€10,505","€1,561",€308,€880,€0,"€2,749",34.50%,4.18%,14.90%,23.24%,€1.0,"€2,885.9",€136.9
59369,Bertrand De Saint Germain,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.0,"2,822","11,279","14,101",529,308,837,"€10,492",€0,€0,€0,€0,€0,18.746%,2.731%,5.936%,0.000%,€0.0,€0.0,€0.0
14829,Paulo Fontinha,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.6,"4,156","22,350","26,506",811,609,"1,420","€10,478",€0,€0,€0,€0,€0,19.514%,2.725%,5.357%,0.000%,€0.0,€0.0,€0.0
35099,Andreas Berlin,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.8,314,"1,304","1,618",13,8,21,"€10,476",€0,€0,€0,€0,€0,4.140%,0.613%,1.298%,0.000%,€0.0,€0.0,€0.0
551,Rémi Delaplace,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",8.0,"9,286","58,325","67,611",980,847,"1,827","€10,475",€0,€0,€0,€0,€0,10.554%,1.452%,2.702%,0.000%,€0.0,€0.0,€0.0
21857,Monica Cattaneo,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.8,"3,472","23,869","27,341",832,686,"1,518","€10,463",€0,€0,€0,€0,€0,23.963%,2.874%,5.552%,0.000%,€0.0,€0.0,€0.0
15095,Debbie Pacheco,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.1,"4,432","33,505","37,937",626,897,"1,523","€10,448",€0,€0,€0,€0,€0,14.125%,2.677%,4.015%,0.000%,€0.0,€0.0,€0.0
3643,Rory Mitchell,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.9,"3,805","16,928","20,733",863,342,"1,205","€10,436",€891,€0,€0,€0,€891,22.681%,2.020%,5.812%,8.534%,€0.7,"€2,598.5","€1,707.9"
1461,Margarita Garcés,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",7.5,"4,027","13,946","17,973","1,470",413,"1,883","€10,421",€0,€0,€0,€0,€0,36.504%,2.961%,10.477%,0.000%,€0.0,€0.0,€0.0
20239,Mercedes Pitzalis,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.9,"2,993","13,369","16,362",502,339,841,"€10,416",€0,€0,€0,€0,€0,16.772%,2.536%,5.140%,0.000%,€0.0,€0.0,€0.0
2991,Michael Goro,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.0,"4,982","12,956","17,938","1,487",509,"1,996","€10,403",€0,€882,€0,€0,€882,29.85%,3.93%,11.13%,0.00%,€0.4,"€2,155.5","€1,273.5"
22659,Benjamin Casiano,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"3,804","6,866","10,670","1,033",304,"1,337","€10,399","€3,399",€0,€0,€0,"€3,399",27.16%,4.43%,12.53%,32.69%,€2.5,"€2,427.4",-€971.8
3111,Victor Tkachenko,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.1,"7,042","21,594","28,636","2,533",666,"3,199","€10,395","€2,531",€0,€0,€0,"€2,531",35.97%,3.08%,11.17%,24.35%,€0.8,"€2,164.1",-€366.6
68106,Martin Wojnowski,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",1.3,"1,568","15,034","16,602",199,704,903,"€10,392","€2,394",€0,€0,€0,"€2,394",12.691%,4.683%,5.439%,23.037%,€2.7,"€2,431.8",€37.8
36639,Jerry Uelsmann,Grand Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.4,"12,467","29,348","41,815",400,"3,364","3,764","€10,390",€0,€0,€0,€0,€0,3.208%,11.462%,9.002%,0.000%,€0.0,€0.0,€0.0
16435,Charles Choi,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.5,"4,627","27,180","31,807","1,068",499,"1,567","€10,385","€2,951",€0,€0,€0,"€2,951",23.082%,1.836%,4.927%,28.412%,€1.9,"€2,202.7",-€747.9
24113,Sigurdur Olafsson,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.0,"3,355","5,861","9,216","1,355",113,"1,468","€10,374",€0,€0,€0,€0,€0,40.387%,1.928%,15.929%,0.000%,€0.0,€0.0,€0.0
18243,Olga Soloviova,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.0,"3,876","42,041","45,917",504,"1,534","2,038","€10,363",€0,€0,€0,€0,€0,13.003%,3.649%,4.438%,0.000%,€0.0,€0.0,€0.0
10927,Tony Belobrajdic,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",5.8,"27,994","64,306","92,300","2,418","3,045","5,463","€10,357","€2,924",€0,€557,€0,"€3,481",8.638%,4.735%,5.919%,33.613%,€0.6,"€2,646.2",-€835.0
1931,Richard Boigeol,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",7.8,"5,095","36,389","41,484",774,"1,080","1,854","€10,346",€0,€0,€0,€0,€0,15.191%,2.968%,4.469%,0.000%,€0.0,€0.0,€0.0
1739,Lina Martin Calvo,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"3,088","16,033","19,121",633,315,948,"€10,342",€0,"€4,272",€0,€0,"€4,272",20.499%,1.965%,4.958%,0.000%,€4.5,"€2,216.6","-€2,055.4"
25595,Beatrix Syjuco,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.0,"1,506","9,291","10,797",369,153,522,"€10,337",€0,€0,€0,€0,€0,24.502%,1.647%,4.835%,0.000%,€0.0,€0.0,€0.0
53116,Monika Signer,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.2,"6,189","46,025","52,214",287,"1,601","1,888","€10,334",€0,€0,€0,€0,€0,4.637%,3.479%,3.616%,0.000%,€0.0,€0.0,€0.0
11851,Rachael Dalzell,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.2,"2,497","8,428","10,925",982,166,"1,148","€10,319",€0,€0,€0,€0,€0,39.327%,1.970%,10.508%,0.000%,€0.0,€0.0,€0.0
28683,Dietmar Scherf,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.5,"12,812","174,457","187,269",654,"4,225","4,879","€10,310",€0,€0,€0,€0,€0,5.105%,2.422%,2.605%,0.000%,€0.0,€0.0,€0.0
62033,Nadia Eremina (pix-n-art),Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",1.9,"1,119","5,488","6,607",234,213,447,"€10,309",€0,€0,€0,€0,€0,20.912%,3.881%,6.766%,0.000%,€0.0,€0.0,€0.0
12643,Sienna Martz,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.9,"11,028","19,026","30,054","2,689",411,"3,100","€10,303",€450,€456,€0,€0,€906,24.38%,2.16%,10.31%,4.37%,€0.3,"€1,998.1","€1,091.8"
31691,Raluca Nedelcu,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.2,"1,716","9,257","10,973",373,233,606,"€10,300",€0,€0,€0,€0,€0,21.737%,2.517%,5.523%,0.000%,€0.0,€0.0,€0.0
34145,Caspar Jansen,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",2.8,"7,720","9,765","17,485","4,962",221,"5,183","€10,294",€0,€0,€0,€0,€0,64.275%,2.263%,29.643%,0.000%,€0.0,€0.0,€0.0
16139,Anh Diù,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.5,"2,633","10,069","12,702",603,246,849,"€10,294",€0,€0,€0,€0,€0,22.902%,2.443%,6.684%,0.000%,€0.0,€0.0,€0.0
31881,jo y posso,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.1,"2,983","32,150","35,133",419,"5,687","6,106","€10,291",€0,€0,€0,€0,€0,14.046%,17.689%,17.380%,0.000%,€0.0,€0.0,€0.0
2801,Marie Claude Kerrenneur,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.1,"3,129","22,992","26,121",493,421,914,"€10,289",€630,€0,€0,€0,€630,15.756%,1.831%,3.499%,6.123%,€0.7,"€1,564.4",€934.4
2811,Terri Duan,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.1,"2,190","9,373","11,563",495,191,686,"€10,281",€0,€0,€0,€200,€200,22.603%,2.038%,5.933%,0.000%,€0.3,"€2,652.5","€2,452.5"
22117,Luisa Fernanda DEBARNOT,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.3,"2,711","11,236","13,947",572,209,781,"€10,281",€0,€0,€0,€0,€0,21.099%,1.860%,5.600%,0.000%,€0.0,€0.0,€0.0
62944,Anastasiia Krykun,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.7,"2,384","25,748","28,132",279,837,"1,116","€10,278",€0,€0,€0,€0,€0,11.703%,3.251%,3.967%,0.000%,€0.0,€0.0,€0.0
10821,Pia Andersen,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.4,"7,367","22,099","29,466","2,959",681,"3,640","€10,271","€7,050",€0,€0,€0,"€7,050",40.17%,3.08%,12.35%,68.64%,€1.9,"€2,393.0","-€4,657.0"
4779,Doug Winter,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.9,"1,935","8,478","10,413",310,242,552,"€10,266",€0,€0,€0,€0,€0,16.021%,2.854%,5.301%,0.000%,€0.0,€0.0,€0.0
71373,Ewa Kaczmarek,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",0.8,760,"2,565","3,325",147,116,263,"€10,253",€0,€0,€0,€0,€0,19.342%,4.522%,7.910%,0.000%,€0.0,€0.0,€0.0
19395,"Louise Jolicoeur, JOLIC",Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.8,"2,310","4,514","6,824",947,122,"1,069","€10,253",€0,€0,€0,€0,€0,40.996%,2.703%,15.665%,0.000%,€0.0,€0.0,€0.0
3623,Richard Montpetit,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.9,"4,290","18,218","22,508","1,477",391,"1,868","€10,250","€1,117",€0,€0,€0,"€1,117",34.43%,2.15%,8.30%,10.90%,€0.6,"€1,607.7",€491.0
6997,Hilma Koelman,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",6.2,"3,804","21,410","25,214","1,264",486,"1,750","€10,242","€1,900",€0,"€2,825",€0,"€4,725",33.23%,2.27%,6.94%,46.13%,€2.7,"€1,344.5","-€3,380.5"
26605,Kaël,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"9,613","60,766","70,379","3,533","2,051","5,584","€10,232",€990,"€1,491",€0,€0,"€2,481",36.75%,3.38%,7.93%,9.68%,€0.4,"€1,537.0",-€944.0
1759,Martin Gerstenberger,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",7.3,"5,624","21,293","26,917","1,350",514,"1,864","€10,227",€790,€0,€0,€0,€790,24.00%,2.41%,6.92%,7.72%,€0.4,"€1,341.5",€551.5
3477,Volosov Vladimir,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.2,"5,405","52,528","57,933","1,282","1,116","2,398","€10,224",€0,€0,€0,€0,€0,23.719%,2.125%,4.139%,0.000%,€0.0,€0.0,€0.0
17193,Pablo Kontos,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.1,"3,324","29,146","32,470",474,"1,049","1,523","€10,221",€0,€0,€0,€0,€0,14.260%,3.599%,4.690%,0.000%,€0.0,€0.0,€0.0
19325,Benjamin Nyari,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.9,"1,806","12,346","14,152",358,406,764,"€10,219",€0,€0,€0,€0,€0,19.823%,3.289%,5.399%,0.000%,€0.0,€0.0,€0.0
68942,Predună Cristinel,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.2,888,"4,949","5,837",38,125,163,"€10,212",€0,€0,€0,€0,€0,4.279%,2.526%,2.793%,0.000%,€0.0,€0.0,€0.0
4753,Katharine Alecse,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.6,"4,956","13,871","18,827","1,215",562,"1,777","€10,211",€0,€0,€0,€0,€0,24.516%,4.052%,9.439%,0.000%,€0.0,€0.0,€0.0
3671,Nathan Chantob,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.9,"5,544","16,474","22,018","2,360",865,"3,225","€10,200",€0,€0,€0,€0,€0,42.569%,5.251%,14.647%,0.000%,€0.0,€0.0,€0.0
32371,Carine Lauber,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.8,"4,266","9,770","14,036",498,336,834,"€10,197",€0,€0,€0,€0,€0,11.674%,3.439%,5.942%,0.000%,€0.0,€0.0,€0.0
523,Razvan Stanciu,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",8.0,"3,893","16,430","20,323","1,410",412,"1,822","€10,194",€0,€0,€0,€0,€0,36.219%,2.508%,8.965%,0.000%,€0.0,€0.0,€0.0
5659,Stefano Puleo,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.9,"1,376","3,360","4,736",359,151,510,"€10,184",€0,€0,€0,€0,€0,26.090%,4.494%,10.769%,0.000%,€0.0,€0.0,€0.0
35016,Volver,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",1.7,770,"11,052","11,822",18,10,28,"€10,176",€0,€0,€0,€0,€0,2.338%,0.090%,0.237%,0.000%,€0.0,€0.0,€0.0
1402,Isabelle Pelletane,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",4.8,"2,466","14,954","17,420",390,237,627,"€10,174",€0,"€1,800",€0,€0,"€1,800",15.815%,1.585%,3.599%,0.000%,€2.9,"€1,609.2",-€190.8
9167,Mihaela Ionescu,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.9,"3,883","19,295","23,178",919,417,"1,336","€10,173",€0,€0,€0,€0,€0,23.667%,2.161%,5.764%,0.000%,€0.0,€0.0,€0.0
25395,Ian Edwards,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"1,980","3,260","5,240",753,120,873,"€10,165","€10,165",€0,€0,€0,"€10,165",38.03%,3.68%,16.66%,100.00%,€11.6,"€3,227.4","-€6,938.0"
25331,Javier Rosselló,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.1,"3,244","8,909","12,153","1,059",293,"1,352","€10,161",€0,€0,€0,€0,€0,32.645%,3.289%,11.125%,0.000%,€0.0,€0.0,€0.0
4415,Nikki Wheeler,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"3,154","23,337","26,491",642,684,"1,326","€10,155",€983,€0,€0,€0,€983,20.355%,2.931%,5.005%,9.680%,€0.7,"€2,237.9","€1,255.0"
60338,Fabrizio Ceccarelli,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",2.0,"1,831","14,136","15,967",312,442,754,"€10,149",€0,€0,€0,€0,€0,17.040%,3.127%,4.722%,0.000%,€0.0,€0.0,€0.0
1276,Malte Hagen,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.8,"3,445","8,544","11,989","1,110",287,"1,397","€10,136",€0,€0,€0,€0,€0,32.221%,3.359%,11.652%,0.000%,€0.0,€0.0,€0.0
11805,Safir and Rifas,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.1,"3,881","19,609","23,490",577,808,"1,385","€10,134",€0,€0,€0,€0,€0,14.867%,4.121%,5.896%,0.000%,€0.0,€0.0,€0.0
17307,MAX GUARINI,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.4,"6,891","33,059","39,950","1,968",943,"2,911","€10,130","€1,400",€0,€0,€0,"€1,400",28.56%,2.85%,7.29%,13.82%,€0.5,"€1,411.5",€11.5
605,Jean-Jacques Chambry,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",4.8,"2,456","8,530","10,986",602,320,922,"€10,125",€0,€0,€0,€0,€0,24.511%,3.751%,8.392%,0.000%,€0.0,€0.0,€0.0
5883,Christopher Lyter,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",2.3,"1,436","2,614","4,050",421,93,514,"€10,121","€2,217",€0,€0,€0,"€2,217",29.32%,3.56%,12.69%,21.90%,€4.3,"€2,458.5",€241.8
22845,Aleksandr Breskin,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.8,"7,221","66,933","74,154","1,157","1,593","2,750","€10,120",€0,€0,€0,€0,€0,16.023%,2.380%,3.708%,0.000%,€0.0,€0.0,€0.0
15923,Bus Tomasi,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.5,"3,104","10,706","13,810","1,012",289,"1,301","€10,118",€0,€0,€0,€0,€0,32.603%,2.699%,9.421%,0.000%,€0.0,€0.0,€0.0
59049,Claudia Sauter,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.1,"4,408","58,626","63,034",810,"2,258","3,068","€10,116","€1,790","€1,869",€0,€0,"€3,659",18.376%,3.852%,4.867%,17.694%,€1.2,"€2,176.1","-€1,482.9"
24933,Wolfgang Kahle,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",4.6,"2,937","16,156","19,093","1,055",341,"1,396","€10,114","€10,114",€0,€0,€0,"€10,114",35.92%,2.11%,7.31%,100.00%,€7.2,"€1,416.4","-€8,698.0"
34117,Riga Forbes,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",2.8,"1,733","8,448","10,181",362,247,609,"€10,102","€2,127","€1,143",€0,€0,"€3,270",20.889%,2.924%,5.982%,21.053%,€5.4,"€2,674.4",-€595.4
14977,Françoise Wattré,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.1,"3,897","26,445","30,342",475,687,"1,162","€10,100",€0,"€3,659",€0,€0,"€3,659",12.189%,2.598%,3.830%,0.000%,€3.1,"€1,712.2","-€1,946.7"
8567,Zue Razali,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.4,"2,766","15,138","17,904",512,431,943,"€10,099",€855,€0,€0,€0,€855,18.510%,2.847%,5.267%,8.467%,€0.9,"€2,354.8","€1,499.7"
18359,Jean-Yves Verne,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.3,"4,014","15,940","19,954","1,676",572,"2,248","€10,093",€0,"€1,360",€0,€0,"€1,360",41.75%,3.59%,11.27%,0.00%,€0.6,"€2,182.4",€822.4
611,Johann Nußbächer,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",8.0,"18,383","207,217","225,600","2,826","12,201","15,027","€10,088",€0,€0,€0,€0,€0,15.373%,5.888%,6.661%,0.000%,€0.0,€0.0,€0.0
2179,Bazévian Delacapucinière,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",7.3,"11,448","92,172","103,620","1,343","2,834","4,177","€10,085",€327,€0,€0,€0,€327,11.731%,3.075%,4.031%,3.241%,€0.1,"€1,802.3","€1,475.4"
12069,Akis Vasilopoulos,Singulart Artist,"Supply-Driven (High Pull, High Entry BV)",5.7,"2,399","8,398","10,797",806,611,"1,417","€10,079",€0,€0,"€4,206",€0,"€4,206",33.60%,7.28%,13.12%,41.73%,€3.0,"€2,542.3","-€1,663.7"
1078,Tony Feld,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.1,"2,011","6,093","8,104",443,187,630,"€10,076",€0,€0,€0,€0,€0,22.029%,3.069%,7.774%,0.000%,€0.0,€0.0,€0.0
7343,Jean-Jacques Mendez,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.7,"3,976","12,682","16,658","1,106",347,"1,453","€10,063",€0,€0,€0,€0,€0,27.817%,2.736%,8.723%,0.000%,€0.0,€0.0,€0.0
274,Hieronymus Proske,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",8.2,"2,923","10,838","13,761",681,163,844,"€10,060",€0,€0,€0,€0,€0,23.298%,1.504%,6.133%,0.000%,€0.0,€0.0,€0.0
3987,Jacques Tange,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.3,"3,000","10,869","13,869","1,017","1,349","2,366","€10,056",€0,€0,€0,€0,€0,33.900%,12.411%,17.060%,0.000%,€0.0,€0.0,€0.0
17383,kim yeongok,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.5,"4,944","39,583","44,527",319,518,837,"€10,054",€0,€0,€0,€0,€0,6.452%,1.309%,1.880%,0.000%,€0.0,€0.0,€0.0
4493,Nick Schleich,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.7,"4,439","30,592","35,031",643,826,"1,469","€10,048",€0,€0,€0,€0,€0,14.485%,2.700%,4.193%,0.000%,€0.0,€0.0,€0.0
28063,Marie Madej,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",5.2,"1,944","13,246","15,190",319,511,830,"€10,041",€0,€0,€0,€0,€0,16.409%,3.858%,5.464%,0.000%,€0.0,€0.0,€0.0
4255,Susan Freda,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",6.7,"2,660","19,281","21,941",450,640,"1,090","€10,037",€0,€0,€0,€0,€0,16.917%,3.319%,4.968%,0.000%,€0.0,€0.0,€0.0
17053,Ezio Ranaldi,Singulart Artist,"BV but no pull (Low Pull, High Entry BV)",6.1,"7,121","77,659","84,780",853,"2,499","3,352","€10,033",€791,€0,€0,€0,€791,11.979%,3.218%,3.954%,7.884%,€0.2,"€1,767.7",€976.7
29083,Ronex Ahimbisibwe,Singulart Artist,"Demand-driven (Low Pull, Low/Zero Entry BV)",4.1,"3,692","22,673","26,365",687,417,"1,104","€10,031",€0,€0,€0,€0,€0,18.608%,1.839%,4.187%,0.000%,€0.0,€0.0,€0.0
16849,Osnat Tzadok,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",5.5,"11,847","13,803","25,650","8,303",922,"9,225","€10,028",€0,€0,€0,€0,€0,70.085%,6.680%,35.965%,0.000%,€0.0,€0.0,€0.0
9147,Andreas Gleich,Singulart Artist,"Pull but no BV (High Pull, Low/Zero Entry BV)",6.3,"3,360","14,738","18,098",868,475,"1,343","€10,027",€0,€0,€0,€0,€0,25.833%,3.223%,7.421%,0.000%,€0.0,€0.0,€0.0
